"CHR","Map_Locus","POS","Description"
"MT","MT-ND2",5472,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5473,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5474,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5475,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5476,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5477,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5478,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5479,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5480,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5481,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5482,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5483,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5484,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5485,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5486,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5487,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5488,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5489,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5490,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5491,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5492,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5493,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5494,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5495,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5496,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5497,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5498,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5499,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5500,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5501,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5502,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5503,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5504,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5505,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5506,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5507,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5508,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5509,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5510,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-ND2",5511,"NADH dehydrogenase subunit 2;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5512,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5513,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5514,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5515,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5516,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5517,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5518,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5519,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5520,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5521,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5522,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5523,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5524,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5525,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5526,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5527,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5528,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5529,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5530,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5531,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5532,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5533,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5534,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5535,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5536,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5537,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5538,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5539,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5540,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5541,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5542,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5543,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5544,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5545,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5546,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5547,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5548,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5549,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5550,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5551,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5552,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5553,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5554,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5555,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5556,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5557,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5558,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5559,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5560,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5561,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5562,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5563,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5564,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5565,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5566,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5567,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5568,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5569,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5570,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5571,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5572,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5573,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5574,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5575,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5576,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5577,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5578,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TW",5579,"tRNA tryptophan;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-NC3",5580,"non-coding nucleotides;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-NC3",5581,"non-coding nucleotides;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-NC3",5582,"non-coding nucleotides;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-NC3",5583,"non-coding nucleotides;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-NC3",5584,"non-coding nucleotides;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-NC3",5585,"non-coding nucleotides;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-NC3",5586,"non-coding nucleotides;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5587,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5588,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5589,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5590,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5591,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5592,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5593,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5594,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5595,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5596,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5597,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5598,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5599,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5600,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5601,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5602,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5603,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5604,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5605,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5606,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5607,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5608,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5609,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5610,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5611,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5612,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5613,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5614,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5615,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5616,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5617,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5618,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5619,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5620,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5621,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5622,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5623,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5624,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5625,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5626,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5627,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5628,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5629,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5630,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5631,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5632,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5633,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5634,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5635,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5636,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5637,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5638,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5639,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5640,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5641,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5642,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5643,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5644,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5645,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5646,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5647,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5648,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5649,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5650,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5651,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5652,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5653,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5654,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TA",5655,"tRNA alanine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-NC4",5656,"non-coding nucleotides;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5657,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5658,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5659,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5660,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5661,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5662,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5663,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5664,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5665,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5666,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5667,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5668,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5669,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5670,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5671,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5672,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5673,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5674,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5675,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5676,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5677,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5678,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5679,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5680,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5681,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5682,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5683,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5684,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5685,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5686,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5687,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5688,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5689,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5690,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5691,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5692,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5693,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5694,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5695,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5696,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5697,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5698,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5699,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5700,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5701,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5702,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5703,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5704,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5705,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5706,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5707,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5708,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5709,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5710,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5711,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5712,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5713,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5714,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5715,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5716,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5717,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5718,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5719,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5720,"tRNA asparagine;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5721,"tRNA asparagine;L-strand origin;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5722,"tRNA asparagine;L-strand origin;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5723,"tRNA asparagine;L-strand origin;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5724,"tRNA asparagine;L-strand origin;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5725,"tRNA asparagine;L-strand origin;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5726,"tRNA asparagine;L-strand origin;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5727,"tRNA asparagine;L-strand origin;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5728,"tRNA asparagine;L-strand origin;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-TN",5729,"tRNA asparagine;L-strand origin;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-OLR",5730,"L-strand origin;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-OLR",5731,"L-strand origin;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
"MT","MT-OLR",5732,"L-strand origin;membrane attachment site;Control Region, including Displacement Loop;7S DNA"
