"CHR","POS","GENE","GENE_BIOTYPE"
"MT",2828,"MT-RNR2","Mt_rRNA"
"MT",2829,"MT-RNR2","Mt_rRNA"
"MT",2830,"MT-RNR2","Mt_rRNA"
"MT",2831,"MT-RNR2","Mt_rRNA"
"MT",2832,"MT-RNR2","Mt_rRNA"
"MT",2833,"MT-RNR2","Mt_rRNA"
"MT",2834,"MT-RNR2","Mt_rRNA"
"MT",2835,"MT-RNR2","Mt_rRNA"
"MT",2836,"MT-RNR2","Mt_rRNA"
"MT",2837,"MT-RNR2","Mt_rRNA"
"MT",2838,"MT-RNR2","Mt_rRNA"
"MT",2839,"MT-RNR2","Mt_rRNA"
"MT",2840,"MT-RNR2","Mt_rRNA"
"MT",2841,"MT-RNR2","Mt_rRNA"
"MT",2842,"MT-RNR2","Mt_rRNA"
"MT",2843,"MT-RNR2","Mt_rRNA"
"MT",2844,"MT-RNR2","Mt_rRNA"
"MT",2845,"MT-RNR2","Mt_rRNA"
"MT",2846,"MT-RNR2","Mt_rRNA"
"MT",2847,"MT-RNR2","Mt_rRNA"
"MT",2848,"MT-RNR2","Mt_rRNA"
"MT",2849,"MT-RNR2","Mt_rRNA"
"MT",2850,"MT-RNR2","Mt_rRNA"
"MT",2851,"MT-RNR2","Mt_rRNA"
"MT",2852,"MT-RNR2","Mt_rRNA"
"MT",2853,"MT-RNR2","Mt_rRNA"
"MT",2854,"MT-RNR2","Mt_rRNA"
"MT",2855,"MT-RNR2","Mt_rRNA"
"MT",2856,"MT-RNR2","Mt_rRNA"
"MT",2857,"MT-RNR2","Mt_rRNA"
"MT",2858,"MT-RNR2","Mt_rRNA"
"MT",2859,"MT-RNR2","Mt_rRNA"
"MT",2860,"MT-RNR2","Mt_rRNA"
"MT",2861,"MT-RNR2","Mt_rRNA"
"MT",2862,"MT-RNR2","Mt_rRNA"
"MT",2863,"MT-RNR2","Mt_rRNA"
"MT",2864,"MT-RNR2","Mt_rRNA"
"MT",2865,"MT-RNR2","Mt_rRNA"
"MT",2866,"MT-RNR2","Mt_rRNA"
"MT",2867,"MT-RNR2","Mt_rRNA"
"MT",2868,"MT-RNR2","Mt_rRNA"
"MT",2869,"MT-RNR2","Mt_rRNA"
"MT",2870,"MT-RNR2","Mt_rRNA"
"MT",2871,"MT-RNR2","Mt_rRNA"
"MT",2872,"MT-RNR2","Mt_rRNA"
"MT",2873,"MT-RNR2","Mt_rRNA"
"MT",2874,"MT-RNR2","Mt_rRNA"
"MT",2875,"MT-RNR2","Mt_rRNA"
"MT",2876,"MT-RNR2","Mt_rRNA"
"MT",2877,"MT-RNR2","Mt_rRNA"
"MT",2878,"MT-RNR2","Mt_rRNA"
"MT",2879,"MT-RNR2","Mt_rRNA"
"MT",2880,"MT-RNR2","Mt_rRNA"
"MT",2881,"MT-RNR2","Mt_rRNA"
"MT",2882,"MT-RNR2","Mt_rRNA"
"MT",2883,"MT-RNR2","Mt_rRNA"
"MT",2884,"MT-RNR2","Mt_rRNA"
"MT",2885,"MT-RNR2","Mt_rRNA"
"MT",2886,"MT-RNR2","Mt_rRNA"
"MT",2887,"MT-RNR2","Mt_rRNA"
"MT",2888,"MT-RNR2","Mt_rRNA"
"MT",2889,"MT-RNR2","Mt_rRNA"
"MT",2890,"MT-RNR2","Mt_rRNA"
"MT",2891,"MT-RNR2","Mt_rRNA"
"MT",2892,"MT-RNR2","Mt_rRNA"
"MT",2893,"MT-RNR2","Mt_rRNA"
"MT",2894,"MT-RNR2","Mt_rRNA"
"MT",2895,"MT-RNR2","Mt_rRNA"
"MT",2896,"MT-RNR2","Mt_rRNA"
"MT",2897,"MT-RNR2","Mt_rRNA"
"MT",2898,"MT-RNR2","Mt_rRNA"
"MT",2899,"MT-RNR2","Mt_rRNA"
"MT",2900,"MT-RNR2","Mt_rRNA"
"MT",2901,"MT-RNR2","Mt_rRNA"
"MT",2902,"MT-RNR2","Mt_rRNA"
"MT",2903,"MT-RNR2","Mt_rRNA"
"MT",2904,"MT-RNR2","Mt_rRNA"
"MT",2905,"MT-RNR2","Mt_rRNA"
"MT",2906,"MT-RNR2","Mt_rRNA"
"MT",2907,"MT-RNR2","Mt_rRNA"
"MT",2908,"MT-RNR2","Mt_rRNA"
"MT",2909,"MT-RNR2","Mt_rRNA"
"MT",2910,"MT-RNR2","Mt_rRNA"
"MT",2911,"MT-RNR2","Mt_rRNA"
"MT",2912,"MT-RNR2","Mt_rRNA"
"MT",2913,"MT-RNR2","Mt_rRNA"
"MT",2914,"MT-RNR2","Mt_rRNA"
"MT",2915,"MT-RNR2","Mt_rRNA"
"MT",2916,"MT-RNR2","Mt_rRNA"
"MT",2917,"MT-RNR2","Mt_rRNA"
"MT",2918,"MT-RNR2","Mt_rRNA"
"MT",2919,"MT-RNR2","Mt_rRNA"
"MT",2920,"MT-RNR2","Mt_rRNA"
"MT",2921,"MT-RNR2","Mt_rRNA"
"MT",2922,"MT-RNR2","Mt_rRNA"
"MT",2923,"MT-RNR2","Mt_rRNA"
"MT",2924,"MT-RNR2","Mt_rRNA"
"MT",2925,"MT-RNR2","Mt_rRNA"
"MT",2926,"MT-RNR2","Mt_rRNA"
"MT",2927,"MT-RNR2","Mt_rRNA"
"MT",2928,"MT-RNR2","Mt_rRNA"
"MT",2929,"MT-RNR2","Mt_rRNA"
"MT",2930,"MT-RNR2","Mt_rRNA"
"MT",2931,"MT-RNR2","Mt_rRNA"
"MT",2932,"MT-RNR2","Mt_rRNA"
"MT",2933,"MT-RNR2","Mt_rRNA"
"MT",2934,"MT-RNR2","Mt_rRNA"
"MT",2935,"MT-RNR2","Mt_rRNA"
"MT",2936,"MT-RNR2","Mt_rRNA"
"MT",2937,"MT-RNR2","Mt_rRNA"
"MT",2938,"MT-RNR2","Mt_rRNA"
"MT",2939,"MT-RNR2","Mt_rRNA"
"MT",2940,"MT-RNR2","Mt_rRNA"
"MT",2941,"MT-RNR2","Mt_rRNA"
"MT",2942,"MT-RNR2","Mt_rRNA"
"MT",2943,"MT-RNR2","Mt_rRNA"
"MT",2944,"MT-RNR2","Mt_rRNA"
"MT",2945,"MT-RNR2","Mt_rRNA"
"MT",2946,"MT-RNR2","Mt_rRNA"
"MT",2947,"MT-RNR2","Mt_rRNA"
"MT",2948,"MT-RNR2","Mt_rRNA"
"MT",2949,"MT-RNR2","Mt_rRNA"
"MT",2950,"MT-RNR2","Mt_rRNA"
"MT",2951,"MT-RNR2","Mt_rRNA"
"MT",2952,"MT-RNR2","Mt_rRNA"
"MT",2953,"MT-RNR2","Mt_rRNA"
"MT",2954,"MT-RNR2","Mt_rRNA"
"MT",2955,"MT-RNR2","Mt_rRNA"
"MT",2956,"MT-RNR2","Mt_rRNA"
"MT",2957,"MT-RNR2","Mt_rRNA"
"MT",2958,"MT-RNR2","Mt_rRNA"
"MT",2959,"MT-RNR2","Mt_rRNA"
"MT",2960,"MT-RNR2","Mt_rRNA"
"MT",2961,"MT-RNR2","Mt_rRNA"
"MT",2962,"MT-RNR2","Mt_rRNA"
"MT",2963,"MT-RNR2","Mt_rRNA"
"MT",2964,"MT-RNR2","Mt_rRNA"
"MT",2965,"MT-RNR2","Mt_rRNA"
"MT",2966,"MT-RNR2","Mt_rRNA"
"MT",2967,"MT-RNR2","Mt_rRNA"
"MT",2968,"MT-RNR2","Mt_rRNA"
"MT",2969,"MT-RNR2","Mt_rRNA"
"MT",2970,"MT-RNR2","Mt_rRNA"
"MT",2971,"MT-RNR2","Mt_rRNA"
"MT",2972,"MT-RNR2","Mt_rRNA"
"MT",2973,"MT-RNR2","Mt_rRNA"
"MT",2974,"MT-RNR2","Mt_rRNA"
"MT",2975,"MT-RNR2","Mt_rRNA"
"MT",2976,"MT-RNR2","Mt_rRNA"
"MT",2977,"MT-RNR2","Mt_rRNA"
"MT",2978,"MT-RNR2","Mt_rRNA"
"MT",2979,"MT-RNR2","Mt_rRNA"
"MT",2980,"MT-RNR2","Mt_rRNA"
"MT",2981,"MT-RNR2","Mt_rRNA"
"MT",2982,"MT-RNR2","Mt_rRNA"
"MT",2983,"MT-RNR2","Mt_rRNA"
"MT",2984,"MT-RNR2","Mt_rRNA"
"MT",2985,"MT-RNR2","Mt_rRNA"
"MT",2986,"MT-RNR2","Mt_rRNA"
"MT",2987,"MT-RNR2","Mt_rRNA"
"MT",2988,"MT-RNR2","Mt_rRNA"
"MT",2989,"MT-RNR2","Mt_rRNA"
"MT",2990,"MT-RNR2","Mt_rRNA"
"MT",2991,"MT-RNR2","Mt_rRNA"
"MT",2992,"MT-RNR2","Mt_rRNA"
"MT",2993,"MT-RNR2","Mt_rRNA"
"MT",2994,"MT-RNR2","Mt_rRNA"
"MT",2995,"MT-RNR2","Mt_rRNA"
"MT",2996,"MT-RNR2","Mt_rRNA"
"MT",2997,"MT-RNR2","Mt_rRNA"
"MT",2998,"MT-RNR2","Mt_rRNA"
"MT",2999,"MT-RNR2","Mt_rRNA"
"MT",3000,"MT-RNR2","Mt_rRNA"
"MT",3001,"MT-RNR2","Mt_rRNA"
"MT",3002,"MT-RNR2","Mt_rRNA"
"MT",3003,"MT-RNR2","Mt_rRNA"
"MT",3004,"MT-RNR2","Mt_rRNA"
"MT",3005,"MT-RNR2","Mt_rRNA"
"MT",3006,"MT-RNR2","Mt_rRNA"
"MT",3007,"MT-RNR2","Mt_rRNA"
"MT",3008,"MT-RNR2","Mt_rRNA"
"MT",3009,"MT-RNR2","Mt_rRNA"
"MT",3010,"MT-RNR2","Mt_rRNA"
"MT",3011,"MT-RNR2","Mt_rRNA"
"MT",3012,"MT-RNR2","Mt_rRNA"
"MT",3013,"MT-RNR2","Mt_rRNA"
"MT",3014,"MT-RNR2","Mt_rRNA"
"MT",3015,"MT-RNR2","Mt_rRNA"
"MT",3016,"MT-RNR2","Mt_rRNA"
"MT",3017,"MT-RNR2","Mt_rRNA"
"MT",3018,"MT-RNR2","Mt_rRNA"
"MT",3019,"MT-RNR2","Mt_rRNA"
"MT",3020,"MT-RNR2","Mt_rRNA"
"MT",3021,"MT-RNR2","Mt_rRNA"
"MT",3022,"MT-RNR2","Mt_rRNA"
"MT",3023,"MT-RNR2","Mt_rRNA"
"MT",3024,"MT-RNR2","Mt_rRNA"
"MT",3025,"MT-RNR2","Mt_rRNA"
"MT",3026,"MT-RNR2","Mt_rRNA"
"MT",3027,"MT-RNR2","Mt_rRNA"
"MT",3028,"MT-RNR2","Mt_rRNA"
"MT",3029,"MT-RNR2","Mt_rRNA"
"MT",3030,"MT-RNR2","Mt_rRNA"
"MT",3031,"MT-RNR2","Mt_rRNA"
"MT",3032,"MT-RNR2","Mt_rRNA"
"MT",3033,"MT-RNR2","Mt_rRNA"
"MT",3034,"MT-RNR2","Mt_rRNA"
"MT",3035,"MT-RNR2","Mt_rRNA"
"MT",3036,"MT-RNR2","Mt_rRNA"
"MT",3037,"MT-RNR2","Mt_rRNA"
"MT",3038,"MT-RNR2","Mt_rRNA"
"MT",3039,"MT-RNR2","Mt_rRNA"
"MT",3040,"MT-RNR2","Mt_rRNA"
"MT",3041,"MT-RNR2","Mt_rRNA"
"MT",3042,"MT-RNR2","Mt_rRNA"
"MT",3043,"MT-RNR2","Mt_rRNA"
"MT",3044,"MT-RNR2","Mt_rRNA"
"MT",3045,"MT-RNR2","Mt_rRNA"
"MT",3046,"MT-RNR2","Mt_rRNA"
"MT",3047,"MT-RNR2","Mt_rRNA"
"MT",3048,"MT-RNR2","Mt_rRNA"
"MT",3049,"MT-RNR2","Mt_rRNA"
"MT",3050,"MT-RNR2","Mt_rRNA"
"MT",3051,"MT-RNR2","Mt_rRNA"
"MT",3052,"MT-RNR2","Mt_rRNA"
"MT",3053,"MT-RNR2","Mt_rRNA"
"MT",3054,"MT-RNR2","Mt_rRNA"
"MT",3055,"MT-RNR2","Mt_rRNA"
"MT",3056,"MT-RNR2","Mt_rRNA"
"MT",3057,"MT-RNR2","Mt_rRNA"
"MT",3058,"MT-RNR2","Mt_rRNA"
"MT",3059,"MT-RNR2","Mt_rRNA"
"MT",3060,"MT-RNR2","Mt_rRNA"
"MT",3061,"MT-RNR2","Mt_rRNA"
"MT",3062,"MT-RNR2","Mt_rRNA"
"MT",3063,"MT-RNR2","Mt_rRNA"
"MT",3064,"MT-RNR2","Mt_rRNA"
"MT",3065,"MT-RNR2","Mt_rRNA"
"MT",3066,"MT-RNR2","Mt_rRNA"
"MT",3067,"MT-RNR2","Mt_rRNA"
"MT",3068,"MT-RNR2","Mt_rRNA"
"MT",3069,"MT-RNR2","Mt_rRNA"
"MT",3070,"MT-RNR2","Mt_rRNA"
"MT",3071,"MT-RNR2","Mt_rRNA"
"MT",3072,"MT-RNR2","Mt_rRNA"
"MT",3073,"MT-RNR2","Mt_rRNA"
"MT",3074,"MT-RNR2","Mt_rRNA"
"MT",3075,"MT-RNR2","Mt_rRNA"
"MT",3076,"MT-RNR2","Mt_rRNA"
"MT",3077,"MT-RNR2","Mt_rRNA"
"MT",3078,"MT-RNR2","Mt_rRNA"
"MT",3079,"MT-RNR2","Mt_rRNA"
"MT",3080,"MT-RNR2","Mt_rRNA"
"MT",3081,"MT-RNR2","Mt_rRNA"
"MT",3082,"MT-RNR2","Mt_rRNA"
"MT",3083,"MT-RNR2","Mt_rRNA"
"MT",3084,"MT-RNR2","Mt_rRNA"
"MT",3085,"MT-RNR2","Mt_rRNA"
"MT",3086,"MT-RNR2","Mt_rRNA"
"MT",3087,"MT-RNR2","Mt_rRNA"
"MT",3088,"MT-RNR2","Mt_rRNA"
"MT",3089,"MT-RNR2","Mt_rRNA"
"MT",3090,"MT-RNR2","Mt_rRNA"
"MT",3091,"MT-RNR2","Mt_rRNA"
"MT",3092,"MT-RNR2","Mt_rRNA"
"MT",3093,"MT-RNR2","Mt_rRNA"
"MT",3094,"MT-RNR2","Mt_rRNA"
"MT",3095,"MT-RNR2","Mt_rRNA"
"MT",3096,"MT-RNR2","Mt_rRNA"
"MT",3097,"MT-RNR2","Mt_rRNA"
"MT",3098,"MT-RNR2","Mt_rRNA"
"MT",3099,"MT-RNR2","Mt_rRNA"
"MT",3100,"MT-RNR2","Mt_rRNA"
"MT",3101,"MT-RNR2","Mt_rRNA"
"MT",3102,"MT-RNR2","Mt_rRNA"
"MT",3103,"MT-RNR2","Mt_rRNA"
"MT",3104,"MT-RNR2","Mt_rRNA"
"MT",3105,"MT-RNR2","Mt_rRNA"
"MT",3106,"MT-RNR2","Mt_rRNA"
"MT",3107,"MT-RNR2","Mt_rRNA"
"MT",3108,"MT-RNR2","Mt_rRNA"
"MT",3109,"MT-RNR2","Mt_rRNA"
"MT",3110,"MT-RNR2","Mt_rRNA"
"MT",3111,"MT-RNR2","Mt_rRNA"
"MT",3112,"MT-RNR2","Mt_rRNA"
"MT",3113,"MT-RNR2","Mt_rRNA"
"MT",3114,"MT-RNR2","Mt_rRNA"
"MT",3115,"MT-RNR2","Mt_rRNA"
"MT",3116,"MT-RNR2","Mt_rRNA"
"MT",3117,"MT-RNR2","Mt_rRNA"
"MT",3118,"MT-RNR2","Mt_rRNA"
"MT",3119,"MT-RNR2","Mt_rRNA"
"MT",3120,"MT-RNR2","Mt_rRNA"
"MT",3121,"MT-RNR2","Mt_rRNA"
"MT",3122,"MT-RNR2","Mt_rRNA"
"MT",3123,"MT-RNR2","Mt_rRNA"
"MT",3124,"MT-RNR2","Mt_rRNA"
"MT",3125,"MT-RNR2","Mt_rRNA"
"MT",3126,"MT-RNR2","Mt_rRNA"
"MT",3127,"MT-RNR2","Mt_rRNA"
"MT",3128,"MT-RNR2","Mt_rRNA"
"MT",3129,"MT-RNR2","Mt_rRNA"
"MT",3130,"MT-RNR2","Mt_rRNA"
"MT",3131,"MT-RNR2","Mt_rRNA"
"MT",3132,"MT-RNR2","Mt_rRNA"
"MT",3133,"MT-RNR2","Mt_rRNA"
"MT",3134,"MT-RNR2","Mt_rRNA"
"MT",3135,"MT-RNR2","Mt_rRNA"
"MT",3136,"MT-RNR2","Mt_rRNA"
"MT",3137,"MT-RNR2","Mt_rRNA"
"MT",3138,"MT-RNR2","Mt_rRNA"
"MT",3139,"MT-RNR2","Mt_rRNA"
"MT",3140,"MT-RNR2","Mt_rRNA"
"MT",3141,"MT-RNR2","Mt_rRNA"
"MT",3142,"MT-RNR2","Mt_rRNA"
"MT",3143,"MT-RNR2","Mt_rRNA"
"MT",3144,"MT-RNR2","Mt_rRNA"
"MT",3145,"MT-RNR2","Mt_rRNA"
"MT",3146,"MT-RNR2","Mt_rRNA"
"MT",3147,"MT-RNR2","Mt_rRNA"
"MT",3148,"MT-RNR2","Mt_rRNA"
"MT",3149,"MT-RNR2","Mt_rRNA"
"MT",3150,"MT-RNR2","Mt_rRNA"
"MT",3151,"MT-RNR2","Mt_rRNA"
"MT",3152,"MT-RNR2","Mt_rRNA"
"MT",3153,"MT-RNR2","Mt_rRNA"
"MT",3154,"MT-RNR2","Mt_rRNA"
"MT",3155,"MT-RNR2","Mt_rRNA"
"MT",3156,"MT-RNR2","Mt_rRNA"
"MT",3157,"MT-RNR2","Mt_rRNA"
"MT",3158,"MT-RNR2","Mt_rRNA"
"MT",3159,"MT-RNR2","Mt_rRNA"
"MT",3160,"MT-RNR2","Mt_rRNA"
"MT",3161,"MT-RNR2","Mt_rRNA"
"MT",3162,"MT-RNR2","Mt_rRNA"
"MT",3163,"MT-RNR2","Mt_rRNA"
"MT",3164,"MT-RNR2","Mt_rRNA"
"MT",3165,"MT-RNR2","Mt_rRNA"
"MT",3166,"MT-RNR2","Mt_rRNA"
"MT",3167,"MT-RNR2","Mt_rRNA"
"MT",3168,"MT-RNR2","Mt_rRNA"
"MT",3169,"MT-RNR2","Mt_rRNA"
"MT",3170,"MT-RNR2","Mt_rRNA"
"MT",3171,"MT-RNR2","Mt_rRNA"
"MT",3172,"MT-RNR2","Mt_rRNA"
"MT",3173,"MT-RNR2","Mt_rRNA"
"MT",3174,"MT-RNR2","Mt_rRNA"
"MT",3175,"MT-RNR2","Mt_rRNA"
"MT",3176,"MT-RNR2","Mt_rRNA"
"MT",3177,"MT-RNR2","Mt_rRNA"
"MT",3178,"MT-RNR2","Mt_rRNA"
"MT",3179,"MT-RNR2","Mt_rRNA"
"MT",3180,"MT-RNR2","Mt_rRNA"
"MT",3181,"MT-RNR2","Mt_rRNA"
"MT",3182,"MT-RNR2","Mt_rRNA"
"MT",3183,"MT-RNR2","Mt_rRNA"
"MT",3184,"MT-RNR2","Mt_rRNA"
"MT",3185,"MT-RNR2","Mt_rRNA"
"MT",3186,"MT-RNR2","Mt_rRNA"
"MT",3187,"MT-RNR2","Mt_rRNA"
"MT",3188,"MT-RNR2","Mt_rRNA"
"MT",3189,"MT-RNR2","Mt_rRNA"
"MT",3190,"MT-RNR2","Mt_rRNA"
"MT",3191,"MT-RNR2","Mt_rRNA"
"MT",3192,"MT-RNR2","Mt_rRNA"
"MT",3193,"MT-RNR2","Mt_rRNA"
"MT",3194,"MT-RNR2","Mt_rRNA"
"MT",3195,"MT-RNR2","Mt_rRNA"
"MT",3196,"MT-RNR2","Mt_rRNA"
"MT",3197,"MT-RNR2","Mt_rRNA"
"MT",3198,"MT-RNR2","Mt_rRNA"
"MT",3199,"MT-RNR2","Mt_rRNA"
"MT",3200,"MT-RNR2","Mt_rRNA"
"MT",3201,"MT-RNR2","Mt_rRNA"
"MT",3202,"MT-RNR2","Mt_rRNA"
"MT",3203,"MT-RNR2","Mt_rRNA"
"MT",3204,"MT-RNR2","Mt_rRNA"
"MT",3205,"MT-RNR2","Mt_rRNA"
"MT",3206,"MT-RNR2","Mt_rRNA"
"MT",3207,"MT-RNR2","Mt_rRNA"
"MT",3208,"MT-RNR2","Mt_rRNA"
"MT",3209,"MT-RNR2","Mt_rRNA"
"MT",3210,"MT-RNR2","Mt_rRNA"
"MT",3211,"MT-RNR2","Mt_rRNA"
"MT",3212,"MT-RNR2","Mt_rRNA"
"MT",3213,"MT-RNR2","Mt_rRNA"
"MT",3214,"MT-RNR2","Mt_rRNA"
"MT",3215,"MT-RNR2","Mt_rRNA"
"MT",3216,"MT-RNR2","Mt_rRNA"
"MT",3217,"MT-RNR2","Mt_rRNA"
"MT",3218,"MT-RNR2","Mt_rRNA"
"MT",3219,"MT-RNR2","Mt_rRNA"
"MT",3220,"MT-RNR2","Mt_rRNA"
"MT",3221,"MT-RNR2","Mt_rRNA"
"MT",3222,"MT-RNR2","Mt_rRNA"
"MT",3223,"MT-RNR2","Mt_rRNA"
"MT",3224,"MT-RNR2","Mt_rRNA"
"MT",3225,"MT-RNR2","Mt_rRNA"
"MT",3226,"MT-RNR2","Mt_rRNA"
"MT",3227,"MT-RNR2","Mt_rRNA"
"MT",3228,"MT-RNR2","Mt_rRNA"
"MT",3229,"MT-RNR2","Mt_rRNA"
"MT",3230,"MT-TL1","Mt_tRNA"
"MT",3231,"MT-TL1","Mt_tRNA"
"MT",3232,"MT-TL1","Mt_tRNA"
"MT",3233,"MT-TL1","Mt_tRNA"
"MT",3234,"MT-TL1","Mt_tRNA"
"MT",3235,"MT-TL1","Mt_tRNA"
"MT",3236,"MT-TL1","Mt_tRNA"
"MT",3237,"MT-TL1","Mt_tRNA"
"MT",3238,"MT-TL1","Mt_tRNA"
"MT",3239,"MT-TL1","Mt_tRNA"
"MT",3240,"MT-TL1","Mt_tRNA"
"MT",3241,"MT-TL1","Mt_tRNA"
"MT",3242,"MT-TL1","Mt_tRNA"
"MT",3243,"MT-TL1","Mt_tRNA"
"MT",3244,"MT-TL1","Mt_tRNA"
"MT",3245,"MT-TL1","Mt_tRNA"
"MT",3246,"MT-TL1","Mt_tRNA"
"MT",3247,"MT-TL1","Mt_tRNA"
"MT",3248,"MT-TL1","Mt_tRNA"
"MT",3249,"MT-TL1","Mt_tRNA"
"MT",3250,"MT-TL1","Mt_tRNA"
"MT",3251,"MT-TL1","Mt_tRNA"
"MT",3252,"MT-TL1","Mt_tRNA"
"MT",3253,"MT-TL1","Mt_tRNA"
"MT",3254,"MT-TL1","Mt_tRNA"
"MT",3255,"MT-TL1","Mt_tRNA"
"MT",3256,"MT-TL1","Mt_tRNA"
"MT",3257,"MT-TL1","Mt_tRNA"
"MT",3258,"MT-TL1","Mt_tRNA"
"MT",3259,"MT-TL1","Mt_tRNA"
"MT",3260,"MT-TL1","Mt_tRNA"
"MT",3261,"MT-TL1","Mt_tRNA"
"MT",3262,"MT-TL1","Mt_tRNA"
"MT",3263,"MT-TL1","Mt_tRNA"
"MT",3264,"MT-TL1","Mt_tRNA"
"MT",3265,"MT-TL1","Mt_tRNA"
"MT",3266,"MT-TL1","Mt_tRNA"
"MT",3267,"MT-TL1","Mt_tRNA"
"MT",3268,"MT-TL1","Mt_tRNA"
"MT",3269,"MT-TL1","Mt_tRNA"
"MT",3270,"MT-TL1","Mt_tRNA"
"MT",3271,"MT-TL1","Mt_tRNA"
"MT",3272,"MT-TL1","Mt_tRNA"
"MT",3273,"MT-TL1","Mt_tRNA"
"MT",3274,"MT-TL1","Mt_tRNA"
"MT",3275,"MT-TL1","Mt_tRNA"
"MT",3276,"MT-TL1","Mt_tRNA"
"MT",3277,"MT-TL1","Mt_tRNA"
"MT",3278,"MT-TL1","Mt_tRNA"
"MT",3279,"MT-TL1","Mt_tRNA"
"MT",3280,"MT-TL1","Mt_tRNA"
"MT",3281,"MT-TL1","Mt_tRNA"
"MT",3282,"MT-TL1","Mt_tRNA"
"MT",3283,"MT-TL1","Mt_tRNA"
"MT",3284,"MT-TL1","Mt_tRNA"
"MT",3285,"MT-TL1","Mt_tRNA"
"MT",3286,"MT-TL1","Mt_tRNA"
"MT",3287,"MT-TL1","Mt_tRNA"
"MT",3288,"MT-TL1","Mt_tRNA"
"MT",3289,"MT-TL1","Mt_tRNA"
"MT",3290,"MT-TL1","Mt_tRNA"
"MT",3291,"MT-TL1","Mt_tRNA"
"MT",3292,"MT-TL1","Mt_tRNA"
"MT",3293,"MT-TL1","Mt_tRNA"
"MT",3294,"MT-TL1","Mt_tRNA"
"MT",3295,"MT-TL1","Mt_tRNA"
"MT",3296,"MT-TL1","Mt_tRNA"
"MT",3297,"MT-TL1","Mt_tRNA"
"MT",3298,"MT-TL1","Mt_tRNA"
"MT",3299,"MT-TL1","Mt_tRNA"
"MT",3300,"MT-TL1","Mt_tRNA"
"MT",3301,"MT-TL1","Mt_tRNA"
"MT",3302,"MT-TL1","Mt_tRNA"
"MT",3303,"MT-TL1","Mt_tRNA"
"MT",3304,"MT-TL1","Mt_tRNA"
"MT",3307,"MT-ND1","protein_coding"
"MT",3308,"MT-ND1","protein_coding"
"MT",3309,"MT-ND1","protein_coding"
"MT",3310,"MT-ND1","protein_coding"
"MT",3311,"MT-ND1","protein_coding"
"MT",3312,"MT-ND1","protein_coding"
"MT",3313,"MT-ND1","protein_coding"
"MT",3314,"MT-ND1","protein_coding"
"MT",3315,"MT-ND1","protein_coding"
"MT",3316,"MT-ND1","protein_coding"
"MT",3317,"MT-ND1","protein_coding"
"MT",3318,"MT-ND1","protein_coding"
"MT",3319,"MT-ND1","protein_coding"
"MT",3320,"MT-ND1","protein_coding"
"MT",3321,"MT-ND1","protein_coding"
"MT",3322,"MT-ND1","protein_coding"
"MT",3323,"MT-ND1","protein_coding"
"MT",3324,"MT-ND1","protein_coding"
"MT",3325,"MT-ND1","protein_coding"
"MT",3326,"MT-ND1","protein_coding"
"MT",3327,"MT-ND1","protein_coding"
"MT",3328,"MT-ND1","protein_coding"
"MT",3329,"MT-ND1","protein_coding"
"MT",3330,"MT-ND1","protein_coding"
"MT",3331,"MT-ND1","protein_coding"
"MT",3332,"MT-ND1","protein_coding"
"MT",3333,"MT-ND1","protein_coding"
"MT",3334,"MT-ND1","protein_coding"
"MT",3335,"MT-ND1","protein_coding"
"MT",3336,"MT-ND1","protein_coding"
"MT",3337,"MT-ND1","protein_coding"
"MT",3338,"MT-ND1","protein_coding"
"MT",3339,"MT-ND1","protein_coding"
"MT",3340,"MT-ND1","protein_coding"
"MT",3341,"MT-ND1","protein_coding"
"MT",3342,"MT-ND1","protein_coding"
"MT",3343,"MT-ND1","protein_coding"
"MT",3344,"MT-ND1","protein_coding"
"MT",3345,"MT-ND1","protein_coding"
"MT",3346,"MT-ND1","protein_coding"
"MT",3347,"MT-ND1","protein_coding"
"MT",3348,"MT-ND1","protein_coding"
"MT",3349,"MT-ND1","protein_coding"
"MT",3350,"MT-ND1","protein_coding"
"MT",3351,"MT-ND1","protein_coding"
"MT",3352,"MT-ND1","protein_coding"
"MT",3353,"MT-ND1","protein_coding"
"MT",3354,"MT-ND1","protein_coding"
"MT",3355,"MT-ND1","protein_coding"
"MT",3356,"MT-ND1","protein_coding"
"MT",3357,"MT-ND1","protein_coding"
"MT",3358,"MT-ND1","protein_coding"
"MT",3359,"MT-ND1","protein_coding"
"MT",3360,"MT-ND1","protein_coding"
"MT",3361,"MT-ND1","protein_coding"
"MT",3362,"MT-ND1","protein_coding"
"MT",3363,"MT-ND1","protein_coding"
"MT",3364,"MT-ND1","protein_coding"
"MT",3365,"MT-ND1","protein_coding"
"MT",3366,"MT-ND1","protein_coding"
"MT",3367,"MT-ND1","protein_coding"
"MT",3368,"MT-ND1","protein_coding"
"MT",3369,"MT-ND1","protein_coding"
"MT",3370,"MT-ND1","protein_coding"
"MT",3371,"MT-ND1","protein_coding"
"MT",3372,"MT-ND1","protein_coding"
"MT",3373,"MT-ND1","protein_coding"
"MT",3374,"MT-ND1","protein_coding"
"MT",3375,"MT-ND1","protein_coding"
"MT",3376,"MT-ND1","protein_coding"
"MT",3377,"MT-ND1","protein_coding"
"MT",3378,"MT-ND1","protein_coding"
"MT",3379,"MT-ND1","protein_coding"
"MT",3380,"MT-ND1","protein_coding"
